pclass,survived,name,embarked,sex,age,sibsp,parch,ticket,fare,cabin
3,0,"Lindell, Mr. Edvard Bengtsson",S,male,36,1,0,349910,15.55,
3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",S,female,30,1,0,349910,15.55,
3,1,"Lindqvist, Mr. Eino William",S,male,20,1,0,STON/O 2. 3101285,7.925,
3,0,"Linehan, Mr. Michael",Q,male,,0,0,330971,7.8792,
3,0,"Ling, Mr. Lee",S,male,28,0,0,1601,56.4958,
3,0,"Lithman, Mr. Simon",S,male,,0,0,S.O./P.P. 251,7.55,
3,0,"Lobb, Mr. William Arthur",S,male,30,1,0,A/5. 3336,16.1,
3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",S,female,26,1,0,A/5. 3336,16.1,
3,0,"Lockyer, Mr. Edward",S,male,,0,0,1222,7.8792,
3,0,"Lovell, Mr. John Hall ('Henry')",S,male,20.5,0,0,A/5 21173,7.25,
3,1,"Lulic, Mr. Nikola",S,male,27,0,0,315098,8.6625,
3,0,"Lundahl, Mr. Johan Svensson",S,male,51,0,0,347743,7.0542,
3,1,"Lundin, Miss. Olga Elida",S,female,23,0,0,347469,7.8542,
3,1,"Lundstrom, Mr. Thure Edvin",S,male,32,0,0,350403,7.5792,
3,0,"Lyntakoff, Mr. Stanko",S,male,,0,0,349235,7.8958,
3,0,"MacKay, Mr. George William",S,male,,0,0,C.A. 42795,7.55,
3,1,"Madigan, Miss. Margaret 'Maggie'",Q,female,,0,0,370370,7.75,
3,1,"Madsen, Mr. Fridtjof Arne",S,male,24,0,0,C 17369,7.1417,
3,0,"Maenpaa, Mr. Matti Alexanteri",S,male,22,0,0,STON/O 2. 3101275,7.125,
3,0,"Mahon, Miss. Bridget Delia",Q,female,,0,0,330924,7.8792,
3,0,"Mahon, Mr. John",Q,male,,0,0,AQ/4 3130,7.75,
3,0,"Maisner, Mr. Simon",S,male,,0,0,A/S 2816,8.05,
3,0,"Makinen, Mr. Kalle Edvard",S,male,29,0,0,STON/O 2. 3101268,7.925,
3,1,"Mamee, Mr. Hanna",C,male,,0,0,2677,7.2292,
3,0,"Mangan, Miss. Mary",Q,female,30.5,0,0,364850,7.75,
3,1,"Mannion, Miss. Margareth",Q,female,,0,0,36866,7.7375,
3,0,"Mardirosian, Mr. Sarkis",C,male,,0,0,2655,7.2292,F E46
3,0,"Markoff, Mr. Marin",C,male,35,0,0,349213,7.8958,
3,0,"Markun, Mr. Johann",S,male,33,0,0,349257,7.8958,
3,1,"Masselmani, Mrs. Fatima",C,female,,0,0,2649,7.225,
3,0,"Matinoff, Mr. Nicola",C,male,,0,0,349255,7.8958,
3,1,"McCarthy, Miss. Catherine 'Katie'",Q,female,,0,0,383123,7.75,
3,1,"McCormack, Mr. Thomas Joseph",Q,male,,0,0,367228,7.75,
3,1,"McCoy, Miss. Agnes",Q,female,,2,0,367226,23.25,
3,1,"McCoy, Miss. Alicia",Q,female,,2,0,367226,23.25,
3,1,"McCoy, Mr. Bernard",Q,male,,2,0,367226,23.25,
3,1,"McDermott, Miss. Brigdet Delia",Q,female,,0,0,330932,7.7875,
3,0,"McEvoy, Mr. Michael",Q,male,,0,0,36568,15.5,
3,1,"McGovern, Miss. Mary",Q,female,,0,0,330931,7.8792,
3,1,"McGowan, Miss. Anna 'Annie'",Q,female,15,0,0,330923,8.0292,
3,0,"McGowan, Miss. Katherine",Q,female,35,0,0,9232,7.75,
3,0,"McMahon, Mr. Martin",Q,male,,0,0,370372,7.75,
3,0,"McNamee, Mr. Neal",S,male,24,1,0,376566,16.1,
3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",S,female,19,1,0,376566,16.1,
3,0,"McNeill, Miss. Bridget",Q,female,,0,0,370368,7.75,
3,0,"Meanwell, Miss. (Marion Ogden)",S,female,,0,0,SOTON/O.Q. 392087,8.05,
3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",S,female,,0,0,343095,8.05,
3,0,"Meo, Mr. Alfonzo",S,male,55.5,0,0,A.5. 11206,8.05,
3,0,"Mernagh, Mr. Robert",Q,male,,0,0,368703,7.75,
3,1,"Midtsjo, Mr. Karl Albert",S,male,21,0,0,345501,7.775,
3,0,"Miles, Mr. Frank",S,male,,0,0,359306,8.05,
3,0,"Mineff, Mr. Ivan",S,male,24,0,0,349233,7.8958,
3,0,"Minkoff, Mr. Lazar",S,male,21,0,0,349211,7.8958,
3,0,"Mionoff, Mr. Stoytcho",S,male,28,0,0,349207,7.8958,
3,0,"Mitkoff, Mr. Mito",S,male,,0,0,349221,7.8958,
3,1,"Mockler, Miss. Helen Mary 'Ellie'",Q,female,,0,0,330980,7.8792,
3,0,"Moen, Mr. Sigurd Hansen",S,male,25,0,0,348123,7.65,F G73
3,1,"Moor, Master. Meier",S,male,6,0,1,392096,12.475,E121
3,1,"Moor, Mrs. (Beila)",S,female,27,0,1,392096,12.475,E121
3,0,"Moore, Mr. Leonard Charles",S,male,,0,0,A4. 54510,8.05,
3,1,"Moran, Miss. Bertha",Q,female,,1,0,371110,24.15,
3,0,"Moran, Mr. Daniel J",Q,male,,1,0,371110,24.15,
3,0,"Moran, Mr. James",Q,male,,0,0,330877,8.4583,
3,0,"Morley, Mr. William",S,male,34,0,0,364506,8.05,
3,0,"Morrow, Mr. Thomas Rowan",Q,male,,0,0,372622,7.75,
3,1,"Moss, Mr. Albert Johan",S,male,,0,0,312991,7.775,
3,1,"Moubarek, Master. Gerios",C,male,,1,1,2661,15.2458,
3,1,"Moubarek, Master. Halim Gonios ('William George')",C,male,,1,1,2661,15.2458,
3,1,"Moubarek, Mrs. George (Omine 'Amenia' Alexander)",C,female,,0,2,2661,15.2458,
3,1,"Moussa, Mrs. (Mantoura Boulos)",C,female,,0,0,2626,7.2292,
3,0,"Moutal, Mr. Rahamin Haim",S,male,,0,0,374746,8.05,
3,1,"Mullens, Miss. Katherine 'Katie'",Q,female,,0,0,35852,7.7333,
3,1,"Mulvihill, Miss. Bertha E",Q,female,24,0,0,382653,7.75,
3,0,"Murdlin, Mr. Joseph",S,male,,0,0,A./5. 3235,8.05,
3,1,"Murphy, Miss. Katherine 'Kate'",Q,female,,1,0,367230,15.5,
3,1,"Murphy, Miss. Margaret Jane",Q,female,,1,0,367230,15.5,
3,1,"Murphy, Miss. Nora",Q,female,,0,0,36568,15.5,
3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",S,male,18,0,0,347078,7.75,
3,0,"Naidenoff, Mr. Penko",S,male,22,0,0,349206,7.8958,
3,1,"Najib, Miss. Adele Kiamie 'Jane'",C,female,15,0,0,2667,7.225,
3,1,"Nakid, Miss. Maria ('Mary')",C,female,1,0,2,2653,15.7417,
3,1,"Nakid, Mr. Sahid",C,male,20,1,1,2653,15.7417,
3,1,"Nakid, Mrs. Said (Waika 'Mary' Mowad)",C,female,19,1,1,2653,15.7417,
3,0,"Nancarrow, Mr. William Henry",S,male,33,0,0,A./5. 3338,8.05,
3,0,"Nankoff, Mr. Minko",S,male,,0,0,349218,7.8958,
3,0,"Nasr, Mr. Mustafa",C,male,,0,0,2652,7.2292,
3,0,"Naughton, Miss. Hannah",Q,female,,0,0,365237,7.75,
3,0,"Nenkoff, Mr. Christo",S,male,,0,0,349234,7.8958,
3,1,"Nicola-Yarred, Master. Elias",C,male,12,1,0,2651,11.2417,
3,1,"Nicola-Yarred, Miss. Jamila",C,female,14,1,0,2651,11.2417,
3,0,"Nieminen, Miss. Manta Josefina",S,female,29,0,0,3101297,7.925,
3,0,"Niklasson, Mr. Samuel",S,male,28,0,0,363611,8.05,
3,1,"Nilsson, Miss. Berta Olivia",S,female,18,0,0,347066,7.775,
3,1,"Nilsson, Miss. Helmina Josefina",S,female,26,0,0,347470,7.8542,
3,0,"Nilsson, Mr. August Ferdinand",S,male,21,0,0,350410,7.8542,
3,0,"Nirva, Mr. Iisakki Antino Aijo",S,male,41,0,0,SOTON/O2 3101272,7.125,
3,1,"Niskanen, Mr. Juha",S,male,39,0,0,STON/O 2. 3101289,7.925,
3,0,"Nosworthy, Mr. Richard Cater",S,male,21,0,0,A/4. 39886,7.8,
3,0,"Novel, Mr. Mansouer",C,male,28.5,0,0,2697,7.2292,
3,1,"Nysten, Miss. Anna Sofia",S,female,22,0,0,347081,7.75,
3,0,"Nysveen, Mr. Johan Hansen",S,male,61,0,0,345364,6.2375,
3,0,"O'Brien, Mr. Thomas",Q,male,,1,0,370365,15.5,
3,0,"O'Brien, Mr. Timothy",Q,male,,0,0,330979,7.8292,
3,1,"O'Brien, Mrs. Thomas (Johanna 'Hannah' Godfrey)",Q,female,,1,0,370365,15.5,
3,0,"O'Connell, Mr. Patrick D",Q,male,,0,0,334912,7.7333,
3,0,"O'Connor, Mr. Maurice",Q,male,,0,0,371060,7.75,
3,0,"O'Connor, Mr. Patrick",Q,male,,0,0,366713,7.75,
3,0,"Odahl, Mr. Nils Martin",S,male,23,0,0,7267,9.225,
3,0,"O'Donoghue, Ms. Bridget",Q,female,,0,0,364856,7.75,
3,1,"O'Driscoll, Miss. Bridget",Q,female,,0,0,14311,7.75,
3,1,"O'Dwyer, Miss. Ellen 'Nellie'",Q,female,,0,0,330959,7.8792,
3,1,"Ohman, Miss. Velin",S,female,22,0,0,347085,7.775,
3,1,"O'Keefe, Mr. Patrick",Q,male,,0,0,368402,7.75,
3,1,"O'Leary, Miss. Hanora 'Norah'",Q,female,,0,0,330919,7.8292,
3,1,"Olsen, Master. Artur Karl",S,male,9,0,1,C 17368,3.1708,
3,0,"Olsen, Mr. Henry Margido",S,male,28,0,0,C 4001,22.525,
3,0,"Olsen, Mr. Karl Siegwart Andreas",S,male,42,0,1,4579,8.4042,
3,0,"Olsen, Mr. Ole Martin",S,male,,0,0,Fa 265302,7.3125,
3,0,"Olsson, Miss. Elina",S,female,31,0,0,350407,7.8542,
3,0,"Olsson, Mr. Nils Johan Goransson",S,male,28,0,0,347464,7.8542,
3,1,"Olsson, Mr. Oscar Wilhelm",S,male,32,0,0,347079,7.775,
3,0,"Olsvigen, Mr. Thor Anderson",S,male,20,0,0,6563,9.225,
3,0,"Oreskovic, Miss. Jelka",S,female,23,0,0,315085,8.6625,
3,0,"Oreskovic, Miss. Marija",S,female,20,0,0,315096,8.6625,
3,0,"Oreskovic, Mr. Luka",S,male,20,0,0,315094,8.6625,
3,0,"Osen, Mr. Olaf Elon",S,male,16,0,0,7534,9.2167,
3,1,"Osman, Mrs. Mara",S,female,31,0,0,349244,8.6833,
3,0,"O'Sullivan, Miss. Bridget Mary",Q,female,,0,0,330909,7.6292,
3,0,"Palsson, Master. Gosta Leonard",S,male,2,3,1,349909,21.075,
3,0,"Palsson, Master. Paul Folke",S,male,6,3,1,349909,21.075,
3,0,"Palsson, Miss. Stina Viola",S,female,3,3,1,349909,21.075,
3,0,"Palsson, Miss. Torborg Danira",S,female,8,3,1,349909,21.075,
3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",S,female,29,0,4,349909,21.075,
3,0,"Panula, Master. Eino Viljami",S,male,1,4,1,3101295,39.6875,
3,0,"Panula, Master. Juha Niilo",S,male,7,4,1,3101295,39.6875,
3,0,"Panula, Master. Urho Abraham",S,male,2,4,1,3101295,39.6875,
3,0,"Panula, Mr. Ernesti Arvid",S,male,16,4,1,3101295,39.6875,
3,0,"Panula, Mr. Jaako Arnold",S,male,14,4,1,3101295,39.6875,
3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",S,female,41,0,5,3101295,39.6875,
3,0,"Pasic, Mr. Jakob",S,male,21,0,0,315097,8.6625,
3,0,"Patchett, Mr. George",S,male,19,0,0,358585,14.5,
3,0,"Paulner, Mr. Uscher",C,male,,0,0,3411,8.7125,
3,0,"Pavlovic, Mr. Stefo",S,male,32,0,0,349242,7.8958,
3,0,"Peacock, Master. Alfred Edward",S,male,0.75,1,1,SOTON/O.Q. 3101315,13.775,
3,0,"Peacock, Miss. Treasteall",S,female,3,1,1,SOTON/O.Q. 3101315,13.775,
3,0,"Peacock, Mrs. Benjamin (Edith Nile)",S,female,26,0,2,SOTON/O.Q. 3101315,13.775,
3,0,"Pearce, Mr. Ernest",S,male,,0,0,343271,7,
3,0,"Pedersen, Mr. Olaf",S,male,,0,0,345498,7.775,
3,0,"Peduzzi, Mr. Joseph",S,male,,0,0,A/5 2817,8.05,
3,0,"Pekoniemi, Mr. Edvard",S,male,21,0,0,STON/O 2. 3101294,7.925,
3,0,"Peltomaki, Mr. Nikolai Johannes",S,male,25,0,0,STON/O 2. 3101291,7.925,
3,0,"Perkin, Mr. John Henry",S,male,22,0,0,A/5 21174,7.25,
3,1,"Persson, Mr. Ernst Ulrik",S,male,25,1,0,347083,7.775,
3,1,"Peter, Master. Michael J",C,male,,1,1,2668,22.3583,
3,1,"Peter, Miss. Anna",C,female,,1,1,2668,22.3583,F E69
3,1,"Peter, Mrs. Catherine (Catherine Rizk)",C,female,,0,2,2668,22.3583,
3,0,"Peters, Miss. Katie",Q,female,,0,0,330935,8.1375,
3,0,"Petersen, Mr. Marius",S,male,24,0,0,342441,8.05,
3,0,"Petranec, Miss. Matilda",S,female,28,0,0,349245,7.8958,
3,0,"Petroff, Mr. Nedelio",S,male,19,0,0,349212,7.8958,
3,0,"Petroff, Mr. Pastcho ('Pentcho')",S,male,,0,0,349215,7.8958,
3,0,"Petterson, Mr. Johan Emil",S,male,25,1,0,347076,7.775,
3,0,"Pettersson, Miss. Ellen Natalia",S,female,18,0,0,347087,7.775,
3,1,"Pickard, Mr. Berk (Berk Trembisky)",S,male,32,0,0,SOTON/O.Q. 392078,8.05,E10
3,0,"Plotcharsky, Mr. Vasil",S,male,,0,0,349227,7.8958,
3,0,"Pokrnic, Mr. Mate",S,male,17,0,0,315095,8.6625,
3,0,"Pokrnic, Mr. Tome",S,male,24,0,0,315092,8.6625,
3,0,"Radeff, Mr. Alexander",S,male,,0,0,349223,7.8958,
3,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",S,female,,0,0,65305,8.1125,
3,0,"Razi, Mr. Raihed",C,male,,0,0,2629,7.2292,
3,0,"Reed, Mr. James George",S,male,,0,0,362316,7.25,
3,0,"Rekic, Mr. Tido",S,male,38,0,0,349249,7.8958,
3,0,"Reynolds, Mr. Harold J",S,male,21,0,0,342684,8.05,
3,0,"Rice, Master. Albert",Q,male,10,4,1,382652,29.125,
3,0,"Rice, Master. Arthur",Q,male,4,4,1,382652,29.125,
3,0,"Rice, Master. Eric",Q,male,7,4,1,382652,29.125,
3,0,"Rice, Master. Eugene",Q,male,2,4,1,382652,29.125,
3,0,"Rice, Master. George Hugh",Q,male,8,4,1,382652,29.125,
3,0,"Rice, Mrs. William (Margaret Norton)",Q,female,39,0,5,382652,29.125,
3,0,"Riihivouri, Miss. Susanna Juhantytar 'Sanni'",S,female,22,0,0,3101295,39.6875,
3,0,"Rintamaki, Mr. Matti",S,male,35,0,0,STON/O 2. 3101273,7.125,
3,1,"Riordan, Miss. Johanna 'Hannah'",Q,female,,0,0,334915,7.7208,
3,0,"Risien, Mr. Samuel Beard",S,male,,0,0,364498,14.5,
3,0,"Risien, Mrs. Samuel (Emma)",S,female,,0,0,364498,14.5,
3,0,"Robins, Mr. Alexander A",S,male,50,1,0,A/5. 3337,14.5,
3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",S,female,47,1,0,A/5. 3337,14.5,
3,0,"Rogers, Mr. William John",S,male,,0,0,S.C./A.4. 23567,8.05,
3,0,"Rommetvedt, Mr. Knud Paust",S,male,,0,0,312993,7.775,
3,0,"Rosblom, Miss. Salli Helena",S,female,2,1,1,370129,20.2125,
3,0,"Rosblom, Mr. Viktor Richard",S,male,18,1,1,370129,20.2125,
3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",S,female,41,0,2,370129,20.2125,
3,1,"Roth, Miss. Sarah A",S,female,,0,0,342712,8.05,
3,0,"Rouse, Mr. Richard Henry",S,male,50,0,0,A/5 3594,8.05,
3,0,"Rush, Mr. Alfred George John",S,male,16,0,0,A/4. 20589,8.05,
3,1,"Ryan, Mr. Edward",Q,male,,0,0,383162,7.75,
3,0,"Ryan, Mr. Patrick",Q,male,,0,0,371110,24.15,
3,0,"Saad, Mr. Amin",C,male,,0,0,2671,7.2292,
3,0,"Saad, Mr. Khalil",C,male,25,0,0,2672,7.225,
3,0,"Saade, Mr. Jean Nassr",C,male,,0,0,2676,7.225,
3,0,"Sadlier, Mr. Matthew",Q,male,,0,0,367655,7.7292,
3,0,"Sadowitz, Mr. Harry",S,male,,0,0,LP 1588,7.575,
3,0,"Saether, Mr. Simon Sivertsen",S,male,38.5,0,0,SOTON/O.Q. 3101262,7.25,
3,0,"Sage, Master. Thomas Henry",S,male,,8,2,CA. 2343,69.55,
3,0,"Sage, Master. William Henry",S,male,14.5,8,2,CA. 2343,69.55,
3,0,"Sage, Miss. Ada",S,female,,8,2,CA. 2343,69.55,
3,0,"Sage, Miss. Constance Gladys",S,female,,8,2,CA. 2343,69.55,
3,0,"Sage, Miss. Dorothy Edith 'Dolly'",S,female,,8,2,CA. 2343,69.55,
3,0,"Sage, Miss. Stella Anna",S,female,,8,2,CA. 2343,69.55,
3,0,"Sage, Mr. Douglas Bullen",S,male,,8,2,CA. 2343,69.55,
3,0,"Sage, Mr. Frederick",S,male,,8,2,CA. 2343,69.55,
3,0,"Sage, Mr. George John Jr",S,male,,8,2,CA. 2343,69.55,
3,0,"Sage, Mr. John George",S,male,,1,9,CA. 2343,69.55,
3,0,"Sage, Mrs. John (Annie Bullen)",S,female,,1,9,CA. 2343,69.55,
3,0,"Salander, Mr. Karl Johan",S,male,24,0,0,7266,9.325,
3,1,"Salkjelsvik, Miss. Anna Kristine",S,female,21,0,0,343120,7.65,
3,0,"Salonen, Mr. Johan Werner",S,male,39,0,0,3101296,7.925,
3,0,"Samaan, Mr. Elias",C,male,,2,0,2662,21.6792,
3,0,"Samaan, Mr. Hanna",C,male,,2,0,2662,21.6792,
3,0,"Samaan, Mr. Youssef",C,male,,2,0,2662,21.6792,
3,1,"Sandstrom, Miss. Beatrice Irene",S,female,1,1,1,PP 9549,16.7,G6
3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",S,female,24,0,2,PP 9549,16.7,G6
3,1,"Sandstrom, Miss. Marguerite Rut",S,female,4,1,1,PP 9549,16.7,G6
3,1,"Sap, Mr. Julius",S,male,25,0,0,345768,9.5,
3,0,"Saundercock, Mr. William Henry",S,male,20,0,0,A/5. 2151,8.05,
3,0,"Sawyer, Mr. Frederick Charles",S,male,24.5,0,0,342826,8.05,
3,0,"Scanlan, Mr. James",Q,male,,0,0,36209,7.725,
3,0,"Sdycoff, Mr. Todor",S,male,,0,0,349222,7.8958,
3,0,"Shaughnessy, Mr. Patrick",Q,male,,0,0,370374,7.75,
3,1,"Sheerlinck, Mr. Jan Baptist",S,male,29,0,0,345779,9.5,
3,0,"Shellard, Mr. Frederick William",S,male,,0,0,C.A. 6212,15.1,
3,1,"Shine, Miss. Ellen Natalia",Q,female,,0,0,330968,7.7792,
3,0,"Shorney, Mr. Charles Joseph",S,male,,0,0,374910,8.05,
3,0,"Simmons, Mr. John",S,male,,0,0,SOTON/OQ 392082,8.05,
3,0,"Sirayanian, Mr. Orsen",C,male,22,0,0,2669,7.2292,
3,0,"Sirota, Mr. Maurice",S,male,,0,0,392092,8.05,
3,0,"Sivic, Mr. Husein",S,male,40,0,0,349251,7.8958,
3,0,"Sivola, Mr. Antti Wilhelm",S,male,21,0,0,STON/O 2. 3101280,7.925,
3,1,"Sjoblom, Miss. Anna Sofia",S,female,18,0,0,3101265,7.4958,
3,0,"Skoog, Master. Harald",S,male,4,3,2,347088,27.9,
3,0,"Skoog, Master. Karl Thorsten",S,male,10,3,2,347088,27.9,
3,0,"Skoog, Miss. Mabel",S,female,9,3,2,347088,27.9,
3,0,"Skoog, Miss. Margit Elizabeth",S,female,2,3,2,347088,27.9,
3,0,"Skoog, Mr. Wilhelm",S,male,40,1,4,347088,27.9,
3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",S,female,45,1,4,347088,27.9,
3,0,"Slabenoff, Mr. Petco",S,male,,0,0,349214,7.8958,
3,0,"Slocovski, Mr. Selman Francis",S,male,,0,0,SOTON/OQ 392086,8.05,
3,0,"Smiljanic, Mr. Mile",S,male,,0,0,315037,8.6625,
3,0,"Smith, Mr. Thomas",Q,male,,0,0,384461,7.75,
3,1,"Smyth, Miss. Julia",Q,female,,0,0,335432,7.7333,
3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",S,male,19,0,0,348124,7.65,F G73
3,0,"Somerton, Mr. Francis William",S,male,30,0,0,A.5. 18509,8.05,
3,0,"Spector, Mr. Woolf",S,male,,0,0,A.5. 3236,8.05,
3,0,"Spinner, Mr. Henry John",S,male,32,0,0,STON/OQ. 369943,8.05,
3,0,"Staneff, Mr. Ivan",S,male,,0,0,349208,7.8958,
3,0,"Stankovic, Mr. Ivan",C,male,33,0,0,349239,8.6625,
3,1,"Stanley, Miss. Amy Zillah Elsie",S,female,23,0,0,CA. 2314,7.55,
3,0,"Stanley, Mr. Edward Roland",S,male,21,0,0,A/4 45380,8.05,
3,0,"Storey, Mr. Thomas",S,male,60.5,0,0,3701,,
3,0,"Stoytcheff, Mr. Ilia",S,male,19,0,0,349205,7.8958,
3,0,"Strandberg, Miss. Ida Sofia",S,female,22,0,0,7553,9.8375,
3,1,"Stranden, Mr. Juho",S,male,31,0,0,STON/O 2. 3101288,7.925,
3,0,"Strilic, Mr. Ivan",S,male,27,0,0,315083,8.6625,
3,0,"Strom, Miss. Telma Matilda",S,female,2,0,1,347054,10.4625,G6
3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",S,female,29,1,1,347054,10.4625,G6
3,1,"Sunderland, Mr. Victor Francis",S,male,16,0,0,SOTON/OQ 392089,8.05,
3,1,"Sundman, Mr. Johan Julian",S,male,44,0,0,STON/O 2. 3101269,7.925,
3,0,"Sutehall, Mr. Henry Jr",S,male,25,0,0,SOTON/OQ 392076,7.05,
3,0,"Svensson, Mr. Johan",S,male,74,0,0,347060,7.775,
3,1,"Svensson, Mr. Johan Cervin",S,male,14,0,0,7538,9.225,
3,0,"Svensson, Mr. Olof",S,male,24,0,0,350035,7.7958,
3,1,"Tenglin, Mr. Gunnar Isidor",S,male,25,0,0,350033,7.7958,
3,0,"Theobald, Mr. Thomas Leonard",S,male,34,0,0,363294,8.05,
3,1,"Thomas, Master. Assad Alexander",C,male,0.4167,0,1,2625,8.5167,
3,0,"Thomas, Mr. Charles P",C,male,,1,0,2621,6.4375,
3,0,"Thomas, Mr. John",C,male,,0,0,2681,6.4375,
3,0,"Thomas, Mr. Tannous",C,male,,0,0,2684,7.225,
3,1,"Thomas, Mrs. Alexander (Thamine 'Thelma')",C,female,16,1,1,2625,8.5167,
3,0,"Thomson, Mr. Alexander Morrison",S,male,,0,0,32302,8.05,
3,0,"Thorneycroft, Mr. Percival",S,male,,1,0,376564,16.1,
3,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",S,female,,1,0,376564,16.1,
3,0,"Tikkanen, Mr. Juho",S,male,32,0,0,STON/O 2. 3101293,7.925,
3,0,"Tobin, Mr. Roger",Q,male,,0,0,383121,7.75,F38
3,0,"Todoroff, Mr. Lalio",S,male,,0,0,349216,7.8958,
3,0,"Tomlin, Mr. Ernest Portage",S,male,30.5,0,0,364499,8.05,
3,0,"Torber, Mr. Ernst William",S,male,44,0,0,364511,8.05,
3,0,"Torfa, Mr. Assad",C,male,,0,0,2673,7.2292,
3,1,"Tornquist, Mr. William Henry",S,male,25,0,0,LINE,0,
3,0,"Toufik, Mr. Nakli",C,male,,0,0,2641,7.2292,
3,1,"Touma, Master. Georges Youssef",C,male,7,1,1,2650,15.2458,
3,1,"Touma, Miss. Maria Youssef",C,female,9,1,1,2650,15.2458,
3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",C,female,29,0,2,2650,15.2458,
3,0,"Turcin, Mr. Stjepan",S,male,36,0,0,349247,7.8958,
3,1,"Turja, Miss. Anna Sofia",S,female,18,0,0,4138,9.8417,
3,1,"Turkula, Mrs. (Hedwig)",S,female,63,0,0,4134,9.5875,
3,0,"van Billiard, Master. James William",S,male,,1,1,A/5. 851,14.5,
3,0,"van Billiard, Master. Walter John",S,male,11.5,1,1,A/5. 851,14.5,
3,0,"van Billiard, Mr. Austin Blyler",S,male,40.5,0,2,A/5. 851,14.5,
3,0,"Van Impe, Miss. Catharina",,female,10,0,2,345773,24.15,
3,0,"Van Impe, Mr. Jean Baptiste",S,male,36,1,1,345773,24.15,
3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",S,female,30,1,1,345773,24.15,
3,0,"van Melkebeke, Mr. Philemon",S,male,,0,0,345777,9.5,
3,0,"Vande Velde, Mr. Johannes Joseph",S,male,33,0,0,345780,9.5,
3,0,"Vande Walle, Mr. Nestor Cyriel",S,male,28,0,0,345770,9.5,
3,0,"Vanden Steen, Mr. Leo Peter",S,male,28,0,0,345783,9.5,
3,0,"Vander Cruyssen, Mr. Victor",S,male,47,0,0,345765,9,
3,0,"Vander Planke, Miss. Augusta Maria",S,female,18,2,0,345764,18,
3,0,"Vander Planke, Mr. Julius",S,male,31,3,0,345763,18,
3,0,"Vander Planke, Mr. Leo Edmondus",S,male,16,2,0,345764,18,
3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",S,female,31,1,0,345763,18,
3,1,"Vartanian, Mr. David",C,male,22,0,0,2658,7.225,
3,0,"Vendel, Mr. Olof Edvin",S,male,20,0,0,350416,7.8542,
3,0,"Vestrom, Miss. Hulda Amanda Adolfina",S,female,14,0,0,350406,7.8542,
3,0,"Vovk, Mr. Janko",S,male,22,0,0,349252,7.8958,
3,0,"Waelens, Mr. Achille",S,male,22,0,0,345767,9,
3,0,"Ware, Mr. Frederick",S,male,,0,0,359309,8.05,
3,0,"Warren, Mr. Charles William",S,male,,0,0,C.A. 49867,7.55,
3,0,"Webber, Mr. James",S,male,,0,0,SOTON/OQ 3101316,8.05,
3,0,"Wenzel, Mr. Linhart",S,male,32.5,0,0,345775,9.5,
3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",C,female,38,0,0,2688,7.2292,
3,0,"Widegren, Mr. Carl/Charles Peter",S,male,51,0,0,347064,7.75,
3,0,"Wiklund, Mr. Jakob Alfred",S,male,18,1,0,3101267,6.4958,
3,0,"Wiklund, Mr. Karl Johan",S,male,21,1,0,3101266,6.4958,
3,1,"Wilkes, Mrs. James (Ellen Needs)",S,female,47,1,0,363272,7,
3,0,"Willer, Mr. Aaron ('Abi Weller')",S,male,,0,0,3410,8.7125,
3,0,"Willey, Mr. Edward",S,male,,0,0,S.O./P.P. 751,7.55,
3,0,"Williams, Mr. Howard Hugh 'Harry'",S,male,,0,0,A/5 2466,8.05,
3,0,"Williams, Mr. Leslie",S,male,28.5,0,0,54636,16.1,
3,0,"Windelov, Mr. Einar",S,male,21,0,0,SOTON/OQ 3101317,7.25,
3,0,"Wirz, Mr. Albert",S,male,27,0,0,315154,8.6625,
3,0,"Wiseman, Mr. Phillippe",S,male,,0,0,A/4. 34244,7.25,
3,0,"Wittevrongel, Mr. Camille",S,male,36,0,0,345771,9.5,
3,0,"Yasbeck, Mr. Antoni",C,male,27,1,0,2659,14.4542,
3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",C,female,15,1,0,2659,14.4542,
3,0,"Youseff, Mr. Gerious",C,male,45.5,0,0,2628,7.225,
3,0,"Yousif, Mr. Wazli",,male,,0,0,2647,7.225,
3,0,"Yousseff, Mr. Gerious",C,male,,0,0,2627,14.4583,
